event_date,market_return,apc,end_date,duration_days,mean_return_pct,std_return_pct,win_rate,median_return,mean_invested,mean_hold_days,n_simulations,sharpe_ratio
2013-08-27,-0.014737427671294169,0.11512056163713397,2013-09-03,4,0.3867268071169102,5.132446714571776,0.07,0.0,0.06472566752294309,4.0,200,0.07534940519088792
2013-11-07,-0.011371940537836437,0.13603773506724734,2013-11-20,9,4.782300550961206,17.493189542487936,0.335,0.0,0.39997512757351195,9.0,200,0.2733807084949159
2015-08-24,-0.03298922426964488,0.14845918680176942,2015-11-17,60,9.718214999177315,59.77760050485969,0.565,1.2993557723142952,4.872038056147485,60.0,200,0.1625728519897225
2016-02-02,-0.016001361192429838,0.12548873515930606,2016-04-21,55,22.82653472549178,44.28847980227607,0.88,15.59341115342334,2.5711346209129124,55.0,200,0.5154056952823808
2016-09-09,-0.01737866412561067,0.11223226713464038,2016-09-22,9,3.043997984082013,8.639822771572591,0.445,0.0,0.5646684112393641,9.0,200,0.3523218085094996
2018-02-05,-0.024349436069601424,0.12028580434691406,2018-04-10,44,4.958816880406883,11.946499609844217,0.74,3.0125241775022067,3.420406562324427,44.0,200,0.41508534234753525
2020-03-05,-0.023180076068584268,0.11813602561298231,2020-09-04,128,42.62471141305949,23.465010216050942,1.0,38.812893141005546,69.08718485426012,128.0,200,1.8165221758097763
2022-01-21,-0.021220681136783433,0.10624122975515614,2022-01-24,1,0.0,0.0,0.0,0.0,0.0,1.0,200,
2022-06-10,-0.020522392828259944,0.11282530749762833,2022-09-08,61,66.99292563783857,868.1894888024173,0.645,3.0025181936189527,6.498931622968744,61.0,200,0.07716394462486384
2022-09-23,-0.02387469211489507,0.10954281211607392,2022-10-13,14,0.5946261550206633,14.0806329115669,0.44,0.0,1.2179382289722889,14.0,200,0.042230072948794245
2022-11-02,-0.02007613844522529,0.12500520254971859,2022-12-23,36,135.844554214016,1624.972164642333,0.41,-1.7204947055916735,2.969589971238686,36.0,200,0.08359808073630375
2024-01-31,-0.012986950707664573,0.10676763441789981,2024-02-01,1,0.0,0.0,0.0,0.0,0.0,1.0,200,
