date,market_return,coverage,frac_down,fast_market_vol,slow_market_vol,vol_ratio,vol_percentile,apc_window,apc,apc_n_names,apc_threshold_quantile,market_tail_quantile,breadth_quantile,coverage_quantile,apc_threshold,market_return_threshold,frac_down_threshold,coverage_floor,apc_excess,apc_excess_percentile,market_stress_percentile,breadth_percentile,event_severity,drop_z_threshold,adaptive_trade_horizon_days,adaptive_daily_lot_log_return_cap
1962-03-01,0.004670466283744961,29.0,0.2413793103448276,0.0042838026591416134,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-02,0.0015371053795701429,29.0,0.41379310344827586,0.004316822643308663,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-05,-0.003135635577302778,29.0,0.5172413793103449,0.004196780169466755,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-06,-0.0025889479626795306,29.0,0.5517241379310345,0.0041458641210963655,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-07,-0.0022648332661775526,29.0,0.4482758620689655,0.004066032588544937,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-08,0.007514167389990414,29.0,0.1724137931034483,0.0039735847410512296,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-09,0.0013282456217855814,29.0,0.4482758620689655,0.004288646685677806,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-12,0.0006940761718394533,29.0,0.41379310344827586,0.004167621996335208,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-13,0.005926938339576126,29.0,0.3103448275862069,0.004042964241319519,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-14,0.005813153996812535,29.0,0.2413793103448276,0.004149473528805551,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-15,0.0008963594189744852,29.0,0.4827586206896552,0.0042138624114575465,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-16,0.0002163485883471626,29.0,0.3448275862068966,0.004087799566747908,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-19,-0.003309973123854954,29.0,0.5862068965517241,0.00396934832262415,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-20,-0.0023530166765443395,29.0,0.4827586206896552,0.003977843333310281,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-21,0.0022707266202544136,29.0,0.3793103448275862,0.003924372794748673,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-22,0.0008373649305902864,29.0,0.5517241379310345,0.0038329340665306934,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-23,0.0022350507671721107,29.0,0.3793103448275862,0.003720603849537674,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-26,-0.006012584679539659,29.0,0.6206896551724138,0.003632715202938915,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-27,-0.006211063946794773,29.0,0.5862068965517241,0.0038646360084400337,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-28,0.0030037242444689027,29.0,0.41379310344827586,0.004053751495758788,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-29,-0.0012311822340593502,29.0,0.5517241379310345,0.004002764836069997,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-03-30,-0.00646707066359851,29.0,0.6551724137931034,0.003898586383057153,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-04-02,-0.004732935954222511,29.0,0.6896551724137931,0.004081934814812924,,,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-04-03,-0.011083881532643475,30.0,0.8333333333333334,0.0040952521159782025,0.004418187272036269,0.9269077709534863,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
1962-04-04,-0.007157623451742797,30.0,0.6333333333333333,0.00467933898304844,0.00468103414933461,0.9996378650033111,,80.0,,0.0,0.7250000000000001,0.125,0.675,0.275,,,,,,,,,,,40,
